area_name,year,group_name,sub_group_name,k_a_cases_reported,k_a_female_10_15_years,k_a_female_15_18_years,k_a_female_18_30_years,k_a_female_30_50_years,k_a_female_above_50_years,k_a_female_total,k_a_female_upto_10_years,k_a_grand_total,k_a_male_10_15_years,k_a_male_15_18_years,k_a_male_18_30_years,k_a_male_30_50_years,k_a_male_above_50_years,k_a_male_total,k_a_male_upto_10_years
Arunachal Pradesh,2010,Kidnap - For Other Purposes,13. Other Purposes,23,2,0,0,0,0,2,0,23,0,0,17,4,0,21,0
Assam,2010,Kidnap - For Other Purposes,13. Other Purposes,625,,,169,34,,203,,625,,,298,124,,422,
Bihar,2010,Kidnap - For Other Purposes,13. Other Purposes,754,3,2,101,9,,115,,754,31,32,506,68,,639,2
Chandigarh,2010,Kidnap - For Other Purposes,13. Other Purposes,8,,,,,,1,1,8,,,6,,,7,1
Chhattisgarh,2010,Kidnap - For Other Purposes,13. Other Purposes,165,17,14,41,7,0,85,6,165,14,15,28,17,1,80,5
Dadra & Nagar Haveli,2010,Kidnap - For Other Purposes,13. Other Purposes,7,,,,1,,1,,7,,,3,3,,6,
Daman & Diu,2010,Kidnap - For Other Purposes,13. Other Purposes,2,,,,,,,,2,1,,1,,,2,
Delhi,2010,Kidnap - For Other Purposes,13. Other Purposes,2977,627,689,92,14,0,1593,171,3330,903,379,56,43,3,1737,353
Goa,2010,Kidnap - For Other Purposes,13. Other Purposes,14,1,6,3,2,,12,,15,,,1,2,,3,
Gujarat,2010,Kidnap - For Other Purposes,13. Other Purposes,235,7,44,34,11,1,102,5,237,8,6,66,43,3,135,9
Haryana,2010,Kidnap - For Other Purposes,13. Other Purposes,242,6,14,52,12,0,86,2,242,6,3,104,36,6,156,1
Himachal Pradesh,2010,Kidnap - For Other Purposes,13. Other Purposes,39,0,4,6,0,1,11,0,39,7,4,6,6,2,28,3
Jammu & Kashmir,2010,Kidnap - For Other Purposes,13. Other Purposes,93,0,0,40,13,0,53,0,93,0,0,26,12,2,40,0
Jharkhand,2010,Kidnap - For Other Purposes,13. Other Purposes,285,0,0,76,34,0,110,0,285,0,0,133,42,0,175,0
Karnataka,2010,Kidnap - For Other Purposes,13. Other Purposes,1095,16,43,465,37,28,597,8,1152,8,0,436,80,17,555,14
Kerala,2010,Kidnap - For Other Purposes,13. Other Purposes,116,11,7,26,5,0,55,6,124,8,2,16,33,5,69,5
Madhya Pradesh,2010,Kidnap - For Other Purposes,13. Other Purposes,362,41,55,146,14,0,261,5,370,12,13,50,20,6,109,8
Maharashtra,2010,Kidnap - For Other Purposes,13. Other Purposes,543,58,57,77,20,2,248,34,562,23,15,141,86,21,314,28
Manipur,2010,Kidnap - For Other Purposes,13. Other Purposes,100,6,14,22,5,5,52,0,109,8,1,15,25,7,57,1
Meghalaya,2010,Kidnap - For Other Purposes,13. Other Purposes,29,2,2,3,0,0,10,3,33,0,0,18,3,0,23,2
Mizoram,2010,Kidnap - For Other Purposes,13. Other Purposes,6,0,0,0,0,0,0,0,6,0,0,4,2,0,6,0
Nagaland,2010,Kidnap - For Other Purposes,13. Other Purposes,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0
Odisha,2010,Kidnap - For Other Purposes,13. Other Purposes,422,7,17,292,23,0,340,1,422,0,0,62,19,0,82,1
Punjab,2010,Kidnap - For Other Purposes,13. Other Purposes,231,8,14,22,2,1,50,3,236,7,9,80,63,5,186,22
Rajasthan,2010,Kidnap - For Other Purposes,13. Other Purposes,1327,80,198,435,88,1,815,13,1339,22,42,268,163,18,524,11
Sikkim,2010,Kidnap - For Other Purposes,13. Other Purposes,1,,,,,,,,1,,,1,0,,1,
Tamil Nadu,2010,Kidnap - For Other Purposes,13. Other Purposes,483,15,62,118,31,3,241,12,488,4,2,87,136,11,247,7
Tripura,2010,Kidnap - For Other Purposes,13. Other Purposes,33,3,3,9,5,0,20,0,34,1,,6,6,0,14,1
Uttar Pradesh,2010,Kidnap - For Other Purposes,13. Other Purposes,792,18,13,39,12,0,85,3,792,29,38,390,221,8,707,21
Uttarakhand,2010,Kidnap - For Other Purposes,13. Other Purposes,123,,,59,29,,88,,123,3,5,23,4,,35,
West Bengal,2010,Kidnap - For Other Purposes,13. Other Purposes,2271,0,6,1170,694,15,1885,0,2271,4,6,198,172,5,386,1
Andaman & Nicobar Islands,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),2,,2,,,,2,,2,,,,,,,
Andhra Pradesh,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),1182,105,265,348,25,0,749,6,1186,12,64,218,121,5,437,17
Arunachal Pradesh,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),83,0,0,51,4,0,55,0,83,0,0,16,12,0,28,0
Assam,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),1480,41,451,482,39,52,1070,5,1480,21,124,142,114,8,410,1
Bihar,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),2159,34,142,389,14,0,579,0,2159,51,160,829,419,38,1580,83
Chandigarh,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),56,26,11,10,1,0,50,2,56,4,0,1,1,0,6,0
Chhattisgarh,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),207,53,82,32,2,0,170,1,207,4,0,12,11,2,37,8
Dadra & Nagar Haveli,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),4,1,2,,,,3,,5,,,2,,,2,
Delhi,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),1627,197,321,380,80,,1076,98,1759,125,68,223,76,7,683,184
Goa,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),9,4,0,1,,,6,1,9,1,,1,,1,3,
Gujarat,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),998,139,420,225,15,4,817,14,1016,11,25,90,56,6,199,11
Haryana,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),449,62,141,77,13,5,302,4,456,9,21,50,51,4,154,19
Himachal Pradesh,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),126,16,38,41,14,2,112,1,128,1,0,2,10,3,16,0
Jammu & Kashmir,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),606,8,182,276,36,,504,2,606,3,6,39,50,2,102,2
Jharkhand,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),441,0,106,162,30,0,298,0,441,12,46,55,25,4,143,1
Karnataka,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),559,37,106,133,31,0,321,14,580,35,18,108,67,9,259,22
Kerala,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),183,11,49,29,5,2,100,4,190,9,9,17,45,6,90,4
Madhya Pradesh,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),956,147,325,166,50,8,705,9,1023,28,63,146,66,9,318,6
Maharashtra,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),985,108,353,185,26,3,708,33,1004,34,41,84,96,8,296,33
Manipur,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),94,7,27,28,,,62,,94,,3,13,13,3,32,
Meghalaya,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),55,2,2,1,1,0,6,0,55,0,2,10,35,1,49,1
Mizoram,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),2,0,1,2,0,0,3,0,4,0,0,1,0,0,1,0
Nagaland,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),23,0,5,2,0,0,8,1,27,0,2,15,2,0,19,0
Odisha,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),522,12,217,196,1,0,426,0,524,10,33,45,10,0,98,0
Puducherry,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),4,,3,,,,3,,6,,,,2,1,3,
Punjab,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),513,21,211,109,12,1,355,1,513,6,28,64,49,4,158,7
Rajasthan,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),2718,76,453,1222,391,8,2165,15,2718,28,86,266,158,10,553,5
Sikkim,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),6,,,,,,,,7,,,6,1,,7,
Tamil Nadu,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),952,3,158,395,50,0,610,4,952,0,114,65,132,31,342,0
Tripura,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),93,18,11,6,8,,43,,286,70,100,58,15,,243,
Uttar Pradesh,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),4330,199,732,1588,392,13,2932,8,4352,90,166,714,393,39,1420,18
Uttarakhand,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),183,11,8,107,,,126,,183,5,0,33,19,,57,
West Bengal,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),875,76,291,332,13,0,718,6,885,18,46,65,20,4,167,14
Andaman & Nicobar Islands,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),2,0,1,0,0,0,1,0,2,0,0,0,1,0,1,0
Andhra Pradesh,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),1302,38,31,721,51,9,854,4,1302,4,2,297,125,13,448,7
Arunachal Pradesh,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),57,,3,34,1,,38,,57,,,19,,,19,
Assam,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),1595,0,1,688,593,0,1282,0,1595,0,0,191,122,0,313,0
Bihar,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),2361,9,2,412,18,1,443,1,2361,9,4,1371,488,39,1918,7
Chandigarh,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),54,8,23,16,1,0,49,1,57,0,0,1,5,0,8,2
Chhattisgarh,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),178,60,15,73,3,0,160,9,178,0,2,11,3,2,18,0
Dadra & Nagar Haveli,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),9,0,0,5,0,0,5,0,10,0,0,4,0,1,5,0
Daman & Diu,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),3,0,0,1,0,0,1,0,3,0,0,2,0,0,2,0
Delhi,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),1323,99,150,568,89,0,951,45,1396,50,36,195,74,5,445,85
Goa,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),9,1,3,1,,,5,,10,,1,,4,,5,
Gujarat,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),1015,70,216,486,37,1,822,12,1024,6,15,97,69,3,202,12
Haryana,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),427,9,10,257,11,0,295,8,438,5,15,61,52,3,143,7
Himachal Pradesh,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),138,3,19,77,4,0,104,1,140,1,0,12,22,1,36,0
Jammu & Kashmir,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),674,0,23,533,40,0,596,0,674,0,0,36,42,0,78,0
Jharkhand,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),468,2,5,430,14,4,455,,574,4,9,56,47,2,119,1
Karnataka,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),645,3,12,333,50,3,401,0,661,1,6,158,84,10,260,1
Kerala,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),162,9,36,32,7,0,88,4,175,6,5,25,35,11,87,5
Madhya Pradesh,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),964,26,49,447,116,1,653,14,1006,20,23,135,142,11,353,22
Maharashtra,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),953,92,227,329,24,4,698,22,976,12,28,119,83,10,278,26
Manipur,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),157,0,42,33,7,0,82,0,157,0,0,42,33,0,75,0
Meghalaya,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),52,2,1,7,0,0,10,0,52,1,0,15,26,0,42,0
Mizoram,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),7,,,1,3,,4,,8,,,2,2,,4,
Nagaland,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),27,0,1,2,1,0,4,0,27,0,0,5,14,4,23,0
Odisha,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),523,4,2,421,5,0,432,0,523,2,0,79,10,0,91,0
Puducherry,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),10,,3,2,,,6,1,10,,,2,2,0,4,
Punjab,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),551,21,21,332,16,0,397,7,557,3,3,83,57,7,160,7
Rajasthan,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),2587,7,27,1693,287,2,2019,3,2587,2,10,377,163,13,568,3
Sikkim,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),9,,,3,6,,9,,9,,,,,,,
Tamil Nadu,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),1001,48,327,261,49,2,690,3,1008,9,88,123,83,8,318,7
Tripura,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),128,0,0,106,17,,123,,128,,,5,,,5,
Uttar Pradesh,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),3430,138,176,1365,423,4,2108,2,3430,73,150,653,391,44,1322,11
Uttarakhand,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),198,0,0,164,6,0,170,0,198,1,2,16,8,1,28,0
West Bengal,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),831,21,66,626,58,1,777,5,840,4,4,31,19,0,63,5
Andaman & Nicobar Islands,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),2,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0
Andhra Pradesh,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),1485,84,181,518,138,0,931,10,1485,34,48,298,139,19,554,16
Arunachal Pradesh,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),68,8,0,43,0,0,51,0,68,1,0,16,0,0,17,0
Assam,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),1628,0,0,942,408,1,1351,0,1628,0,0,182,95,0,277,0
Bihar,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),2427,1,16,597,13,0,627,0,2435,6,15,1151,583,52,1808,1
Chandigarh,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),32,5,7,14,0,0,29,3,33,1,0,0,3,0,4,0
Chhattisgarh,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),177,26,11,100,17,0,155,1,177,3,1,9,5,1,22,3
Dadra & Nagar Haveli,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),7,,3,,,,4,1,8,,,2,2,,4,
Daman & Diu,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Delhi,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),1156,79,96,439,160,2,817,41,1204,33,15,213,46,6,387,74
Goa,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),14,4,5,5,,,14,,15,,1,,,,1,
Gujarat,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),1044,77,158,514,60,4,823,10,1048,7,6,127,63,12,225,10
Haryana,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),388,6,81,182,10,0,280,1,400,1,2,79,35,2,120,1
Himachal Pradesh,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),113,3,15,57,9,1,85,0,114,1,2,11,11,2,29,2
Jammu & Kashmir,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),712,23,15,511,66,0,615,0,712,0,0,51,45,1,97,0
Jharkhand,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),487,2,1,96,30,0,131,2,242,1,1,71,37,0,111,1
Karnataka,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),531,38,101,128,24,1,297,5,535,24,16,74,68,13,238,43
Kerala,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),189,11,0,75,4,4,102,8,189,5,2,39,30,5,87,6
Madhya Pradesh,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),887,56,90,416,31,0,608,15,887,31,28,121,68,18,279,13
Maharashtra,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),926,86,215,296,24,1,649,27,955,18,14,131,117,4,306,22
Manipur,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),120,6,20,43,2,0,71,0,138,0,0,18,45,4,67,0
Meghalaya,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),49,2,3,2,2,0,9,0,49,1,0,8,29,0,40,2
Mizoram,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),8,3,,,,,3,,9,,,3,3,,6,
Nagaland,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),38,0,0,2,0,0,2,0,89,0,0,37,45,5,87,0
Odisha,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),477,8,15,343,7,0,373,0,477,1,0,79,23,0,104,1
Puducherry,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),18,,10,1,1,,13,1,19,,,4,2,,6,
Punjab,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),464,16,35,279,7,0,341,4,505,5,7,94,46,5,164,7
Rajasthan,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),2238,10,27,1393,291,27,1750,2,2238,4,2,331,138,12,488,1
Tamil Nadu,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),879,7,13,545,71,7,647,4,922,3,7,133,102,24,275,6
Tripura,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),146,,0,13,20,8,41,,146,0,0,63,33,9,105,
Uttar Pradesh,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),2208,78,365,855,168,8,1479,5,2211,32,86,402,180,19,732,13
Uttarakhand,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),171,0,7,124,2,0,134,1,172,0,0,30,7,0,38,1
West Bengal,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),902,26,38,778,26,0,869,1,908,2,0,25,6,3,39,3
Andaman & Nicobar Islands,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),3,1,2,,,,4,1,4,0,0,0,,,,0
Andhra Pradesh,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),1526,113,183,581,122,14,1036,23,1532,33,45,193,164,28,496,33
Arunachal Pradesh,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),65,8,0,33,0,0,41,0,65,0,0,18,6,0,24,0
Assam,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),1906,0,0,1284,266,0,1552,2,1906,0,0,212,138,3,354,1
Bihar,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),3413,4,0,921,23,0,948,0,3413,14,7,1362,1042,35,2465,5
Chandigarh,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),54,1,33,7,0,0,43,2,55,1,1,3,2,0,12,5
Chhattisgarh,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),214,72,37,56,0,0,174,9,214,2,9,13,7,1,40,8
Dadra & Nagar Haveli,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),12,4,2,1,0,0,7,0,12,0,1,2,2,0,5,0
Daman & Diu,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),2,,,,,,0,,2,,,2,,,2,
Delhi,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),1209,147,150,408,54,1,851,91,1211,84,45,59,45,5,360,122
Goa,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),13,2,5,2,,,10,1,13,,,1,1,,3,1
Gujarat,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),1133,101,193,583,33,4,929,15,1143,10,12,121,62,1,214,8
Haryana,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),423,0,28,258,6,0,292,0,423,0,11,85,28,4,131,3
Himachal Pradesh,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),123,5,14,76,7,0,103,1,125,0,2,8,8,0,22,4
Jammu & Kashmir,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),735,,27,532,75,,634,,738,,,51,52,1,104,
Jharkhand,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),468,2,1,96,30,,131,2,238,1,1,67,37,,107,1
Karnataka,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),592,12,13,252,53,6,348,12,603,3,1,101,114,22,255,14
Kerala,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),232,16,41,61,19,1,142,4,232,4,5,25,41,11,90,4
Madhya Pradesh,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),832,0,158,345,46,3,552,0,832,6,8,115,130,14,280,7
Maharashtra,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),1045,100,255,405,47,3,836,26,1103,15,5,96,100,10,267,41
Manipur,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),128,0,27,38,5,0,70,0,146,0,0,32,36,8,76,0
Meghalaya,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),54,4,7,8,0,0,20,1,55,4,7,9,12,0,35,3
Mizoram,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),15,0,0,2,0,3,5,0,15,0,0,9,1,0,10,0
Nagaland,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),23,0,0,0,0,0,0,0,25,0,0,13,12,0,25,0
Odisha,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),526,12,14,301,96,0,423,0,533,5,1,84,19,1,110,0
Puducherry,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),10,,4,4,,,8,,10,,,,1,1,2,
Punjab,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),463,10,23,287,11,0,336,5,485,3,8,96,34,2,149,6
Rajasthan,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),2384,22,80,1471,302,3,1881,3,2384,8,10,310,165,5,503,5
Sikkim,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),5,1,1,0,1,,3,0,5,0,0,1,1,0,2,0
Tamil Nadu,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),870,14,71,594,21,2,705,3,878,0,0,102,60,6,173,5
Tripura,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),99,2,8,44,,,55,1,153,4,0,56,35,2,98,1
Uttar Pradesh,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),3337,98,439,1431,349,1,2324,6,3337,65,100,541,253,27,1013,27
Uttarakhand,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),213,6,23,75,22,0,127,1,213,1,4,53,28,0,86,0
West Bengal,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),1200,21,105,864,91,0,1082,1,1206,3,0,81,31,1,124,8
Andaman & Nicobar Islands,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),2,,1,,,,1,,2,1,,,,,1,
Andhra Pradesh,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),1612,95,163,617,90,15,1000,20,1619,25,24,305,221,20,619,24
Arunachal Pradesh,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),58,6,2,30,1,0,39,0,58,4,0,14,1,0,19,0
Assam,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),1751,0,18,1228,210,0,1456,0,1751,0,0,179,116,0,295,0
Bihar,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),2693,7,20,882,20,0,929,0,2693,13,23,1274,408,37,1764,9
Chandigarh,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),54,3,25,18,0,0,46,0,56,1,2,5,2,0,10,0
Chhattisgarh,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),246,44,58,81,6,0,189,0,246,2,4,37,11,1,57,2
Dadra & Nagar Haveli,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),13,2,4,2,1,,9,,13,,,2,,1,4,1
Daman & Diu,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),4,,2,,,,2,,4,,,2,,,2,
Delhi,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),1590,104,163,540,97,2,952,46,1595,59,43,268,181,,643,92
Goa,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),17,9,,3,,,14,2,21,1,,2,2,,7,2
Gujarat,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),1164,77,152,662,39,0,940,10,1172,23,4,106,67,10,232,22
Haryana,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),492,24,37,160,124,0,353,8,509,8,13,77,45,2,156,11
Himachal Pradesh,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),118,5,29,62,7,0,104,1,118,0,1,8,3,1,14,1
Jammu & Kashmir,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),748,2,45,475,133,3,658,0,748,1,0,59,25,5,90,0
Jharkhand,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),621,8,1,33,37,,79,,621,8,5,211,318,,542,
Karnataka,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),589,8,31,235,43,0,318,1,597,2,4,157,107,5,279,4
Kerala,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),226,11,17,79,16,,132,9,234,4,4,38,47,6,102,3
Madhya Pradesh,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),847,40,123,276,148,3,604,14,847,13,40,103,68,9,243,10
Maharashtra,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),1194,100,339,483,44,1,987,20,1336,24,24,127,128,15,349,31
Manipur,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),106,4,8,49,8,0,70,1,110,0,0,16,20,4,40,0
Meghalaya,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),48,4,6,8,0,0,18,0,48,0,2,12,16,0,30,0
Mizoram,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),13,0,0,2,0,3,5,0,13,0,0,7,1,0,8,0
Nagaland,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),26,0,0,2,1,0,3,0,32,0,0,16,12,1,29,0
Odisha,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),641,8,0,521,11,0,540,0,641,10,0,77,5,8,101,1
Puducherry,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),6,,2,1,,,3,,6,1,,,2,,3,
Punjab,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),478,14,20,283,38,1,361,5,518,5,2,86,46,5,157,13
Rajasthan,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),1993,38,70,1169,263,6,1549,3,1993,8,9,275,140,8,444,4
Sikkim,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),3,,1,1,,,2,,3,,,,,,1,1
Tamil Nadu,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),1029,16,68,599,113,,797,1,1043,2,,167,66,9,246,2
Tripura,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),85,0,0,41,,,43,2,120,0,2,31,36,6,77,2
Uttar Pradesh,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),2955,196,419,1308,319,0,2247,5,2955,31,84,332,221,26,708,14
Uttarakhand,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),203,8,41,73,3,0,125,0,204,0,0,69,8,0,79,2
West Bengal,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),1207,13,84,888,51,0,1039,3,1207,0,0,153,12,1,168,2
Andaman & Nicobar Islands,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),5,2,2,1,,,5,,5,,,,,,,
Andhra Pradesh,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),2030,189,229,794,85,2,1332,33,2063,21,10,389,287,8,731,16
Arunachal Pradesh,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),75,20,7,24,0,0,51,0,75,0,0,19,5,0,24,0
Assam,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),1825,0,25,1258,261,0,1544,0,1825,0,0,213,68,0,281,0
Bihar,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),2619,0,5,814,265,0,1084,0,2619,5,13,1151,236,128,1535,2
Chandigarh,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),65,0,37,16,1,0,58,4,66,1,0,3,2,0,8,2
